userName,content,score,at
saleh hosny,خدمة زى الزفت سواقين استغلالين الانتظار اوقات طويلة للغاية لا انصح بتحميل التطبيق بالإضافة الي تغير اسعار الرحلات عند الوصول و يجبرك علي الدفع,1,2025-07-18 22:24:55
Hager Seif,جميللللل,5,2025-07-18 21:39:06
Hany Gallal,ممتاز,5,2025-07-18 21:10:32
Bateha Ahmed,جيد,4,2025-07-18 20:33:28
Meena George,برنامج حلو قوي,1,2025-07-18 20:27:29
ASKAR SALEM OTHMAN ASKAR,ليش تم الغاء الراكب الواحد ؟ اتمنى ان تقومون بارجاع الميزة هذه ولكم جزيل الشكر والتقدير 🌹,3,2025-07-18 19:49:16
Renad Mahmoud,روعه لكن يستغرق وقت للحصول علي السائق,4,2025-07-18 19:35:56
šãfäá śòś,جميل,5,2025-07-18 19:09:52
Gaber ahmd Gaber morsa,جيده ومواعيد دقيقة,5,2025-07-18 19:05:30
Web Serv,تطبيق ممتاز، والسائقين ممتازين ومحترمين الله يعطيهم العافية,5,2025-07-18 19:03:15
تبيكل لفرش السيارات طبق الأصل,ممتاز,5,2025-07-18 19:01:13
Yuossef 55,شكرا,5,2025-07-18 19:00:47
انا المرزوقي,اوكي,5,2025-07-18 18:55:28
الشمس المشرقه,ممتاز,5,2025-07-18 17:42:34
Mohand Mohamed,ممتاز,5,2025-07-18 17:37:06
Maram,رائع,5,2025-07-18 17:21:45
احمد عبدالرافع,ممتاز,5,2025-07-18 16:39:30
Elegance Wissam,منتاز,5,2025-07-18 16:33:19
Wahib Al-Ammari,التطبيق صار يحجز المشولر بسعر ثم يقوم بسحب مبلغ اخر بعد ذلك بحجة التأخر في الوقت، وهذا غير منصف لعدة اسباب وعلى راسها أن السائق يقوم بتفعيل وصعية الوصول قبل أن يصل فعلا إلى نقطة الإلتقاء، ويجب أن يكون هناك وقت انتظار على الأقل دقيقتين في كل المناطق وليس اماكن محدودة فقط. التطبيق بهذا السحب والخصم غير المنتظم مزعج جدا. ايضا عندما تحتج ، يخبرك أنه سيعيد الأموال الى المحفظة ، لكنها تختفي بعد ذلك دون معرفة السبب، وعندما تحاول التواصل مع خدمة العملاء، يجبرك على التحدث الآلي فقط.,2,2025-07-18 16:28:33
محمد محمد,ممتاز,5,2025-07-18 16:22:33
Rahma Muhammed,تجربه رائعه,5,2025-07-18 15:30:33
يوسف الرشيدي,ممتاز,5,2025-07-18 15:25:45
Nelly Negm,جيده,5,2025-07-18 14:32:23
Ahmad Oweiwiw,الشب محتر ول سياره جميله,5,2025-07-18 13:41:22
مستخدم Google,ممتاز,5,2025-07-18 13:24:40
Mohamed fekry,برنامج فاشل زى الزفت كلكم شوية حرامية,1,2025-07-18 13:09:40
HAYA Al-Subaie,ok,5,2025-07-18 11:48:05
اماني علي,تطيبق ممتاز وافضل من كيان يستاهلون اعلى تقييم,5,2025-07-18 11:42:37
عماد ابو ملك,ممتاز,5,2025-07-18 11:22:31
ORBITSHOME TABUK,في القاهره نسيت شاحن سامسونج اصلي فوق سياره اوبر و لي يومين اطالب خدمة العملاء تتواصل مع السواق او تعطيني رقمه يرجعه و لم تتجاوب معي بالعكس يقولو انتظر او بلغ على انها سرقه يعني اقطع رزق السواق او متصدعناش المهم ازفت خدمة عملاء في الكون,1,2025-07-18 10:53:29
Hamad Ammar,افضل تطبيق,5,2025-07-18 10:36:31
Magdy Hanafy,تجربة ناجحة شكرا,5,2025-07-18 09:54:05
Olfat Said,رحله جميله وسائق محترم جدا واخلاق ..شكرا,5,2025-07-18 09:43:51
omar ragab,سي,3,2025-07-18 07:47:37
Ahmed Kamel,ممتازة,5,2025-07-18 06:55:30
Abou Omar,جيد بس محتاج مراجعة للاسعار,4,2025-07-18 05:51:27
Abood Alzubi,خدمات رائعه,5,2025-07-18 05:02:12
كريم الباز,ممتاز,5,2025-07-18 04:37:05
Roshan Mohammed,جميل جداً,5,2025-07-18 04:01:35
ْعبدالمعين الصعفاني,جميل,5,2025-07-18 01:46:38
اا لل,ناس محطرمه,5,2025-07-18 01:31:24
Mohammed Almatari,ممتاز بارك الله فيكم,5,2025-07-18 00:43:02
محمد متولى,ممتاز,5,2025-07-18 00:07:48
ماجد عبدالله,ممتاز,5,2025-07-17 23:22:40
ابوساري,اسواء برنامج تعاملت معه بعض كباتنه نصابين,1,2025-07-17 22:59:04
احمد عبدالله,الانتظار حتى يتم التخصيص,4,2025-07-17 22:37:54
Ghada Farouk,ممتاز,5,2025-07-17 22:16:01
Mona Ahmed,خدمه ممتازه,5,2025-07-17 21:59:19
Hin Jwd,سيئ جدا,1,2025-07-17 21:34:32
طارق الماحي,جدآ ممتازه,5,2025-07-17 21:33:42
my ستوري,çok iyi,5,2025-07-17 21:30:28
عبدالرحمن قطب,ممتاز,5,2025-07-17 21:19:31
Karem Mohamed,ممتاز,5,2025-07-17 20:11:23
Hany Abdelfatah,ممتازه,5,2025-07-17 20:00:13
Hmod Hmod,ممتاز انصح الجميع,5,2025-07-17 19:49:51
مستخدم Google,ممتاز,5,2025-07-17 19:49:31
Raef Ali,good,5,2025-07-17 19:45:22
Asemmm Ababnehh,اصبح التطبيق اسعاره خيالية وعند تقديم شكوى على اي عميل مثل محاسبتي اكثر من مرة من خلال المحفظة وايضاً الكاش نقدي يعني احتيال من قبل الكابتن الموظف الخاص بهم لم يهتمو ولا حتى الرد والاعتذار سياستكم الجديدة اصبحت من اسوء سياسة التطبيقات لا انصح بتمميل التطبيق انا عميل قديم لديهم وتقييم عالي ويعاملوني هكذا انصح بتحميل تتطبيقات تهتم بلعميل,1,2025-07-17 19:35:09
احمد بن محمد,سهل,5,2025-07-17 19:27:36
Soliman I,👍,5,2025-07-17 19:09:18
طاطا ابو عمار,ممتاز,5,2025-07-17 18:54:48
Mohamed Gamil Shalaan,أوبر شركة محترمة جدا ربنا يكرم القائمين عليها تحياتى ليكم جميعا & عميل أوبر الدائم محمد جميل / السﻻم عليكم فى مشكلة عندى عملت سوفت للموبيل طبعا مسح كل التطبيقات حملت أوبر بنفس اﻷسم ونفس الرقم عمل حساب جديد مش عارف ليه وكان في المحفظة 33 جنيه مصرى لما سطبت برنامج أوبر مرة تانية الفلوس لم تظهر أرجو الأفادة والرد سريعا,5,2025-07-17 18:29:17
Ahmed KSA,شكرا,5,2025-07-17 18:27:39
Hossam Kamel,جيد جداا,4,2025-07-17 17:56:10
محمود البطران,ممتاز,5,2025-07-17 17:16:34
Hazem Ahmed,برنامج اوبر اصبح سيئ الاسعار المرتفعه جدا طول الوقت الكبير ولا يوجد سائقين عدد السائقين قليلا والخدمات مشغوله كثيرا تطبيق مضيعه للوقت,1,2025-07-17 17:08:23
أدريس أحمد طاهر,ممتاز,5,2025-07-17 16:57:54
Mohamed,ممتازه,5,2025-07-17 16:38:38
جمال محمد,ممتاز جدا,5,2025-07-17 16:08:47
Abomalk Helmy,جيد,5,2025-07-17 16:07:47
Fahad Hanahneh,ممتاز,5,2025-07-17 15:14:50
اتعلم ببساطة مع محمد عبد الحميد,جميله جدا,5,2025-07-17 15:13:25
Mohamed Ahmed,ممتازه,5,2025-07-17 14:54:03
Mostafa Mahmoud,ممتاز,5,2025-07-17 14:42:00
محمد فهد الحمزي,افضل تطبيق توصيل سريع جدا وسيارات نظيفه وسائقين محترفين,5,2025-07-17 14:38:34
Ahmed Ahmed,رايع,5,2025-07-17 14:26:29
Abdelrhaman Khailed,جيد جداً,5,2025-07-17 14:25:21
Smd1989 Ab,جميل البرنامج والاستجابة جيدة والسيارات كويسه وشكرا لهم,5,2025-07-17 14:22:19
mostafa mohamed,ممتاز,5,2025-07-17 14:17:04
تركي التركي,شكرا,5,2025-07-17 14:06:53
Abobkr Alsggaf,ما شاء الله اغلب السائقين محترمين مره,5,2025-07-17 14:04:22
Mohamed Noshy,روعة ماشاء الله,5,2025-07-17 13:32:25
ابراهيم طارق,ناس زى الفل,1,2025-07-17 12:52:11
كارم مكرم,عايز اروح مشوار,1,2025-07-17 12:48:44
بوسى عبد الرحمن,ممتاز,5,2025-07-17 12:00:08
Awad. Alsulami.,very nice,5,2025-07-17 11:52:25
Mohamed Ismail,ممتاز,5,2025-07-17 11:50:26
Mohamed Hamed,أصبح تطبيق أوبر بطي إلى حد ما بجد صعوبة في وصول السياره,1,2025-07-17 11:38:38
Ahmed Hamdy,وقت الانتظار المخصص لتعين كابتن طوييل جدا,2,2025-07-17 10:22:41
التوحيد عقيدة,احلى توفير,5,2025-07-17 10:19:32
Amin Farahat,تطبيق ممتاز الناس اللي شغالة فيه ناس محترمة جدااااا,5,2025-07-17 10:07:38
sameh ali yosef,تطبيق رائع والسائق فى منتهي الاحترام,5,2025-07-17 08:57:49
Mohamed Abdelnaby,تطبيق فاشل جداا,1,2025-07-17 08:26:35
الديب المطيري,ممتاز جدا وسائقين علي مستوى راقي من الأخلاق ويجيك بسرعه وين ماتكون,5,2025-07-17 08:26:17
هدي عيسي,رحلة موفقة,5,2025-07-17 07:57:29
Bosi Hamdi,ممتازه,5,2025-07-17 06:59:01
عهود عسيري,حلو,5,2025-07-17 06:44:31
Mohamed Karam,محترم,5,2025-07-17 06:42:41
ايمن,افضل تطبيق أوبر انصح الجميع بتحميلةةةة❤️,5,2025-07-17 05:58:15
ام الاولاد,ربنا يبارك فيكم,5,2025-07-17 05:48:26
Mohamed,Good,5,2025-07-17 05:27:46
Yoyo Hassan,ممتاز,5,2025-07-17 04:44:16
يوسف القط,❤,5,2025-07-17 03:14:44
fawaz alamar,قووووه,5,2025-07-16 23:17:54
Picasoobarbershop,ممتاز,5,2025-07-16 23:15:36
بكر الجمل,مريح وسهل ومنجز واوفر,1,2025-07-16 23:08:11
مهرجانات كل جديد,ممتاز,5,2025-07-16 22:54:16
noor alswaiti,كويس جدا ممتاز جدا بس في مشكله وحدها ما في تحديد المواقع,3,2025-07-16 21:51:42
jamal Almustafa,برنامج جميل وسريع,5,2025-07-16 21:39:12
abdelmalek zizo,جميل,5,2025-07-16 21:35:43
Ahmed Ibrahim,اقوم بالطلب أكثر من مره عشان اروح وجهتي، ورفض اغلب السائقين المشوار بالرغم من انهم بجواري لاسف خدمه سيئه جدا في التعامل,1,2025-07-16 21:07:51
apoyossif hamzah,ممتاز بارك الله فيه,5,2025-07-16 20:53:17
فيصل بن سليمان,لا انصح فيه غالي جدا يسحب مبلغ المشوار مباشرة ويسحب زيادة بعدين وبعدين يرد لك مبلغ ثاني ويخليك بحيره من امرك وتقعد تراجع حساباتك و العمليات ليش التعب هذا كله ؟ ويطلب اكرامية للسائق ويسحب مبالغ زيادة عليك لو كنسلت طلب من بدايته التطبيقات الأخرى أفضل و أرخص وعندهم وضوح,1,2025-07-16 20:52:50
Dode Ahmed,جميل,5,2025-07-16 20:12:24
Ahmed Elgafary,ممتازه,5,2025-07-16 19:30:24
فايزة العوفي,خدمه ممتازه,5,2025-07-16 18:50:40
Eslam Abd elhameed,سواق اوبرا محترم وأسلوبه زوق جدا تطبيق ممتاز,5,2025-07-16 18:33:25
Alaa Al- Din Ali,بقي خرااااااا,1,2025-07-16 17:08:56
اكشنر جديد New Actioner,ممتاز,5,2025-07-16 17:07:13
Sdra Aporiah,ممتاز,5,2025-07-16 16:49:56
Abo Youssef,تجربة رائعه والسائق مره ذوق ومحترم,5,2025-07-16 15:26:46
Sara Sara,perfect,5,2025-07-16 15:16:13
Basma Ahmed,تمام كويس,5,2025-07-16 15:02:40
Ghadeer,خدمة ممتازه,5,2025-07-16 14:35:19
حماده حمدي,جميل,5,2025-07-16 14:16:04
Hamad Ibrahim,التطبيق مو مثل اول لما ابي احجز وابي احدد موقع انطلاق الرحلة يتحدث ويرجع نفس موقعي طيب ابي احدد موقع اخر ليه يسوي كذا,1,2025-07-16 14:04:11
حسان الصفدي,أستغرب طريقتكم في تسجيل بدل إلغاء مشوار، التطبيق أشار إلى أن الكابتن على بعد أربع دقائق، وبعد انتظار دقيقتين لم تنقص الأربع دقائق، وبقيت المسافة كما هي، بل زادت إلى سبع دقائق، فقمت بإلغاء المشوار، فلماذا يتم تسجيل مبلغ (١.٥٠٠) دينار؟. حاولت كثيرا الكتابة لكم في التطبيق، لكني للأسف لم أتمكن، كما لا يوجد رقم هاتف للتواصل معكم. حاولت البحث في التطبيق عن شروط فرض بدل إلغاء المشوار فلم أجدها. إنكم بمثل هذه الإجراءات تدفعون عملاءكم للتعامل مع تطبيقات أخرى. مع الشكر لتفهمكم.,3,2025-07-16 13:47:44
Ashraf,ممتاز مع السعر الاعلى فى المعروض,4,2025-07-16 13:47:04
Hanoo Mohamed,تحفة,5,2025-07-16 13:33:33
rami القيسي,جيد,5,2025-07-16 13:15:49
OO GG,شركه مش كويسه ضيعت عليه اهم مشوار شغل و معلين السعر فجأة و اخر اسكوتر طلبته وصلني غلط و كان مدمر و مكنش عندو فرامل,1,2025-07-16 12:59:58
Abdullah Altorky,ممتازة,5,2025-07-16 12:41:44
ehab Hesham,جميلة,5,2025-07-16 12:38:02
عبدالله,سهل الاستخدام ومتعدد الاختيارات,5,2025-07-16 12:03:24
Hussain Bassri,ممتاز,5,2025-07-16 11:31:56
ميمي المزيني,رائع,5,2025-07-16 11:24:09
Reham Mohamed,ممتا,5,2025-07-16 11:01:59
maryam shagfa,جيدة جدا,4,2025-07-16 09:42:00
مدحت مصطفى,ممتاز,5,2025-07-16 09:26:48
salem ali,اشكر السائق على حسن تعامله,5,2025-07-16 09:24:40
Ramadan Ragb,جيد بس وقت الانتظار بقا طويل,4,2025-07-16 09:11:32
Seifen Gerges,شكرا,5,2025-07-16 09:07:21
قمة الصرقعه,ممتاز جدا,5,2025-07-16 09:03:01
Kareem Osman,تحسن كبير في المستوي وورقي في التعامل وابكيشن سلسل,4,2025-07-16 08:46:34
المهندس اشرف القاضى LIVE,ممتازة,5,2025-07-16 08:19:37
yasmin hassan,ارشحه لكل المستخدمين,5,2025-07-16 08:10:34
حصة الحربي,ممتازة,5,2025-07-16 07:54:08
Naser Freitekh,دقة بالمواعيد وقمة في تقديم افضل خدمة,5,2025-07-16 07:44:19
محمود حمدي,سيئه لغايه,1,2025-07-16 06:35:29
Mahmoud elhady,الانتظار كتير,3,2025-07-16 06:14:53
amr mgr,ممتاز,5,2025-07-16 06:13:31
Youssef Mohamed,رائع,5,2025-07-16 06:09:46
Yassen Khaled,غير جيده,1,2025-07-16 05:30:45
naglaa saad,ناس محترمه,5,2025-07-16 05:02:33
Ibrahim Saber,ممتاز,5,2025-07-16 04:50:04
esraa yehya,شركة حرامية السواق سرق شنطة هدومي وجري بيها وما عرفناش نجيبه,1,2025-07-16 04:28:00
أبو ضاري الشعيبي,ممتاز,5,2025-07-16 04:25:24
ahmed elkshawy,ممتازه,5,2025-07-16 02:53:13
Ahmed Samir,برنامج رائع جدا,5,2025-07-15 23:49:06
azoz nsag,sehr gut,5,2025-07-15 23:25:49
Hassan Abdelhafiz,جميل,5,2025-07-15 22:41:39
شعراء جنوب الصعيد,مريح جدا وإنجاز تاريخي في المواصلات,5,2025-07-15 22:41:31
ابو شهاب,ممتاز,5,2025-07-15 22:17:32
ola said,خدمه ممتازه,5,2025-07-15 21:37:55
Osha Eslam,حلو,5,2025-07-15 20:25:23
Hmad Alanezi,هوله,5,2025-07-15 20:19:04
Mahmoud. Mostafa,سائق ممتاز,5,2025-07-15 20:10:48
Me Not,ممتازة,5,2025-07-15 20:09:22
ابوديبو محمد خلف,روعه البرنامج مش متاح ليه في الصعيد,5,2025-07-15 20:05:28
مروه فاروق,ممتازه,5,2025-07-15 19:56:27
Hwba Hlym,جيده,5,2025-07-15 19:45:00
Mohamed Ali,ممتعه شكرا جزيلا,5,2025-07-15 19:38:09
Akram Sofan,تجربه ممتازه,5,2025-07-15 18:59:20
Sayed Muhammed,ممتازه,5,2025-07-15 18:56:10
Huoda Karema,سعره جميل والكابتن محترم,5,2025-07-15 18:44:26
Salim Sighi,good,5,2025-07-15 18:38:16
محمد الكواش,فوق الممتاز ربي يحفظكم ويوفق الجميع,5,2025-07-15 18:28:22
Shimaa Mahdy,محترم,5,2025-07-15 18:25:48
ابو فهد,تجربه جميله,5,2025-07-15 17:59:30
Safe Samsem,ممتاز ويستحق الإختيار وسريع,5,2025-07-15 17:20:15
Ahmed Ezzat,جيده,5,2025-07-15 17:08:27
Ghada Ahmed,ممتازة,5,2025-07-15 16:49:42
AHMED ABDALNASSER,الوقت صعب لي وصول المتسكل,2,2025-07-15 15:55:05
يوسف قنديل,حلو,5,2025-07-15 15:51:47
Rihaam Fuaad,جميل,5,2025-07-15 15:22:54
جمال الناظر,التطبيق سئ وممل يستغرق وقت كبير لطلب السياره ارجو حل المشكله شكرا,1,2025-07-15 15:11:57
Sahar El-barbary,اكثر من رائع,5,2025-07-15 15:11:03
Essam Abo ELmhasen,ممتاز وشكراً للمطور,5,2025-07-15 14:58:54
Rakan Fdoul,تطبيق فاشل و اسعار فلكية,1,2025-07-15 14:35:34
omar,👍 Goood Uber,5,2025-07-15 14:30:07
Nourhan Salh,يوجد تاخير ف اسقبال الطلب,4,2025-07-15 14:05:18
Sami Nasiri,تجربه ممتازه ومريحه,5,2025-07-15 13:59:07
Marwah Ahmed,ممتاز,5,2025-07-15 13:47:30
Bassem Salim,ممتاز,5,2025-07-15 13:36:05
sasa qwqw,خدمه جيدة جدا,5,2025-07-15 13:19:52
محمد الجمال,كويس خالص,5,2025-07-15 12:45:27
Moo O,حلوه مره,5,2025-07-15 12:26:25
Nano Gomaa,مريح جدا,5,2025-07-15 12:24:59
saher 10,ممتاز,5,2025-07-15 12:15:09
فؤادمحمد سالم,جيد جدا,5,2025-07-15 11:19:17
Shimaa Soliman,تجربة جيده,5,2025-07-15 11:16:39
البراء محمد,جميل,5,2025-07-15 11:13:04
سعيد عزت امام,سواق محترم جدا,5,2025-07-15 11:10:58
Eman Fawzy,جيد بس مده الانتظار كتير,5,2025-07-15 11:00:55
walaa mohamed,قمه الاحترام,5,2025-07-15 10:40:00
Ÿàšmine Sayed,جميل,5,2025-07-15 10:27:05
Hdh Nfj,اختيار مناسب جدا,5,2025-07-15 10:21:19
خالد خالد,ممتاز,5,2025-07-15 10:05:56
Ahmed Ali,Good,5,2025-07-15 09:16:23
Mohamed Hassan,خدمة سيئة وسائقين سيئين وسحب أموال بدون وجه حق,2,2025-07-15 08:23:12
ربيع حسن,ممتاز,1,2025-07-15 07:46:30
Ahmed Ahmed,جميل ومريح,5,2025-07-15 07:16:52
Abod Abod,تطبيق اكثر من رائع وتعامل كثير حلوووو,5,2025-07-15 07:00:50
ام جود ام سند,مشاءالله تبارك الله تطبيق جدا رائع وممتاز,5,2025-07-15 06:56:58
Abdelraziq Hamd,ممتازه,5,2025-07-15 06:29:26
كريم الحنفي,جيد جداً,5,2025-07-15 06:15:41
عصام حماد,للاسف التطبيق بقي زفّت المشوار بقي يضاعف وبدون اي سبب وعندما سالت الكابتن قال البرنامج مش شغال ودفعني ضعف الاجره وعملت شكوي ولم يتم الرد على,1,2025-07-15 06:13:13
almlk almlk,good,5,2025-07-15 05:32:43
كادي الحربي,شكرا,5,2025-07-15 05:16:39
جبران سنان,ممتاز,5,2025-07-15 04:36:31
yasser hosny,جميله,5,2025-07-15 03:52:39
hamada hamad,ممتاز,5,2025-07-15 03:51:22
Ashraf Abdulmugod,جيده,4,2025-07-15 01:21:19
Esraa Zoher,رائع 😎,5,2025-07-15 00:45:22
مشيره محمد,ممتاز,5,2025-07-14 23:40:28
احمد علي ابوبكر,جيد,5,2025-07-14 23:22:28
Dalia Ahmed Ahmed,ممتازه,5,2025-07-14 21:36:30
احمد ربيع,ممتاذه,5,2025-07-14 21:19:53
Realestate ltv,رائعين,5,2025-07-14 21:18:20
Hamada Sadad,حلو,5,2025-07-14 21:06:45
Dina Ahmed,nice,5,2025-07-14 20:43:31
sharif Ali,ممتاز جدا,5,2025-07-14 20:30:43
رزاح عزان,جيد جدأ,5,2025-07-14 19:52:09
Ahmed Elkholy,جميل,5,2025-07-14 19:43:24
H.S. Saleh.1,ممتاز,5,2025-07-14 19:15:04
016saeid sayed,خدمه ممتازه,5,2025-07-14 18:59:07
محمد كمال تركي,رائعون,5,2025-07-14 18:56:40
Mohamed Aetk,عندي مشكله وبحاول اوصل للدعم بقى لي اربع ايام انا عملت ضبط مصنع للتليفون طبعا البريد الالكتروني بقى غير صالح ولكن الرقم بتاعي زي ما هو المفروض البرنامج يفتح لكن البرنامج مش عاوز يفتح غير اسجل بالبريد الالكتروني ولحد النهارده ما فيش حد من الدعم تواصل معايا تقريبا مفيش أصلان خدمه دعم,1,2025-07-14 17:50:39
Ahmed Sabah,ممتاز,5,2025-07-14 17:32:15
Ibrahim,شكرا,3,2025-07-14 17:25:23
امين امين,خدمة ممتازة,5,2025-07-14 17:07:52
Tarek Zidan,خدمة ممتاذه جدا,5,2025-07-14 17:00:18
ahmed taha,كويسه,5,2025-07-14 16:49:25
اسامه محمد البرعي البرعي,ممتاز,5,2025-07-14 16:49:04
Ahmed Kames,جميل,5,2025-07-14 16:45:26
mahmoud taha,ممتازه,5,2025-07-14 16:44:13
ام حازم,جيد جدا جدا جدا جدا جدا جدا جدا,5,2025-07-14 16:08:22
Qamar Bahaa,جميل,5,2025-07-14 15:38:23
Abdellatef Abdallah,ممتاز من أول تعامل,5,2025-07-14 15:12:41
Ebn algaria,تطبيق سهل سريع دقيق عملي,5,2025-07-14 15:01:27
ابراهيم شوقي,جميل,5,2025-07-14 14:56:55
اية رجب,ابليكيشن حلو اوي,5,2025-07-14 14:47:29
omsalma 3030,برنامج جميل واسعاره كويسه,5,2025-07-14 13:57:30
مؤيد أبو الخير,ممتازة,5,2025-07-14 12:57:11
Maha Kah,تطبيق سيء جدا جدا والسيارات وحشة اوي واسعار غالية جدا لازم كل مرة اتخانق مع السائق عشان التكييف مع العلم بختار اعلى سعر عشان الخدمة دي وبدفع زي ما مكتوب ومش بحصل على الخدمة المقابلة للسعر ده خالص خااالص,1,2025-07-14 12:47:55
عبدالعزيز ناصر,ممتازه,5,2025-07-14 12:35:25
Mariam Ateia,رائعة,5,2025-07-14 12:21:51
أفراح محمد,ممتاز,5,2025-07-14 11:30:34
خالد الحربي,اوبر رفيق السفر,5,2025-07-14 10:57:27
Bahaa Faid,👍,5,2025-07-14 10:51:43
عبد عبد,ممتاز,5,2025-07-14 10:44:53
Ahmed Saad,رائع,5,2025-07-14 10:16:04
Mahmoud Sayed,التطبيق كان كويس جدا الاول دلوقتي بقي تقيل جدا والوقت اللى بياخده أنه يوفر عربيه بقي طويل اوى,3,2025-07-14 10:03:02
حسين احمد الملك,روعه ♥️♥️♥️,5,2025-07-14 09:55:53
احمد محمود,ممتاز,5,2025-07-14 09:45:17
هيثم صفوت,ممتازه,5,2025-07-14 09:38:24
Abdullah Mohamed,ممتازه,5,2025-07-14 08:56:39
Salma Gomaa,كويس جدا,5,2025-07-14 08:19:36
اعمال فنية,خدمة جيدة ولكن توجد قلة فى السيارات,3,2025-07-14 07:40:24
Mos Mos,كويس,5,2025-07-14 07:16:19
محمد زيزو,جيد 👍,5,2025-07-14 06:43:32
Emad Milad,جيد جدا,5,2025-07-14 05:26:30
Abdoo Gwad Gwad,رائع,5,2025-07-14 04:50:32
أسامة أحمد,شكرا اوبر,5,2025-07-14 01:41:30
محمد المصري,ممتاز,5,2025-07-14 00:40:48
Badry Rab67,ممتاز,5,2025-07-14 00:33:05
azza elkhatib,ممتازه والكابتن ممتاز,5,2025-07-13 23:51:33
Mok Ok,ممتازه,5,2025-07-13 23:50:00
Abdullah salah,ممتاز,5,2025-07-13 23:28:32
العالمي انا,أقل سعر واسرع وقت المشوار والله اوبر10000000000٪,5,2025-07-13 23:10:17
أنس انس رائد,good,5,2025-07-13 22:54:01
Mahmoud Elfaky,جيد جداً,5,2025-07-13 22:45:59
الطيب الطاهر,جميله بس غليتو الاسعار شويه,5,2025-07-13 22:43:54
ملك روحي,ممتاز,5,2025-07-13 22:42:57
ابراهيم حسن,شكران,5,2025-07-13 22:29:54
ياسمين منصور,كويس جدا,3,2025-07-13 21:19:25
Hassanien Elmahalawy,ممتعة,5,2025-07-13 21:06:08
محمود الازهري,ممتاز,5,2025-07-13 21:02:04
زهرة اللوتس,مريح وما يتأخر,4,2025-07-13 20:56:58
أم نوران,ممتازة,5,2025-07-13 20:42:05
Sanaa Sobhy,كانت رحلة سعيدة وكابتن محترم والسيارة نضيفة المواعيد منضبطة,5,2025-07-13 20:06:09
Toom Toomy,جميل جدا وخدماتهم مره حلوه,2,2025-07-13 18:39:22
Hassan Hassan,جيد جدا,5,2025-07-13 17:44:24
Mohamed Mustafa,عملي و محترم,5,2025-07-13 17:21:33
تيمو تيمو,جيد بس الاسعار مو نظاميه,2,2025-07-13 17:18:09
Nirmeen Ezat Hizkial,ممتاز,5,2025-07-13 16:53:32
Mohamed Ahmed,ممتاز,5,2025-07-13 16:18:16
سعيد,ممتاز,5,2025-07-13 15:38:12
walaa Eid,سائق محترم,5,2025-07-13 15:38:06
Hassan Ali,سائق ممتاز جدا,5,2025-07-13 15:28:06
Reem Alghamdi,تجربه ممتازة ومريحه اتمنى لكم التوفيق,5,2025-07-13 15:14:02
سيد الهضبه,لم اجرب لكن أتمني أن يكن ممتاز,5,2025-07-13 15:11:22
اسيل عثمان سيد,ممتازة,5,2025-07-13 14:59:00
رايد محسن,ممتاز الفضل في المملكة العربية السعودية 🇸🇦,5,2025-07-13 14:57:48
abdo medhat,تطبيق محترم واسعار عادلة,5,2025-07-13 14:52:26
heba. tota.sosa1612,❤️,5,2025-07-13 14:44:20
Mmaq Qantre,good,4,2025-07-13 14:36:25
Moneer Karam,خدمه ممتازه,5,2025-07-13 14:26:11
sherif salah dahy mahmoud,جامد,5,2025-07-13 14:05:21
M Ali,راحه,5,2025-07-13 13:50:01
Raedalslal Alslal,سائق ممتاز جدا,5,2025-07-13 13:49:15
Sara Rahaf,good,5,2025-07-13 13:45:08
Omar Shabah,دفع مبلغ اكبر من المطلوب,1,2025-07-13 13:44:43
Hossamabu sandy Hossam,ممتاز,5,2025-07-13 13:39:17
وليد حنفى,جيد,1,2025-07-13 13:35:23
Saifaldin Ahmed,جيد,5,2025-07-13 13:33:43
ايوب احمد,ممتاز,5,2025-07-13 12:29:41
mohamed elshick,بصراحه برنامج ممتاز وناس ممتازين,5,2025-07-13 11:49:32
وليد الكيال,اجمل والله شي ماتحنب ابدآ ولا تجلس تنتضر احد اطلب يجيك وتمشه,5,2025-07-13 11:46:52
سعيد احمد الجرادي,الافضل,5,2025-07-13 11:25:16
Ali Gate,ممتاز,4,2025-07-13 10:41:38
محمود مفرح,جميل جدا,5,2025-07-13 09:53:48
Rehap Alkamil,تطبيق ممتاز جدا و سريع,5,2025-07-13 09:23:15
عثمان صيقل,ممتاز,5,2025-07-13 09:21:12
Shimaa Shimaa,جيد جدا,5,2025-07-13 09:13:32
Fadl Ahmed,ممتازه,5,2025-07-13 09:12:29
ام عبدالرحمن الطريفي,جميل جدا جدا,5,2025-07-13 08:49:52
Mohamed Khalifa,ممتاز,5,2025-07-13 08:13:53
Salah Saleh,بنتظر وقت وقت كتير علشان عربيه تجي,2,2025-07-13 08:04:30
محمد منصور الطاهر,سئ جدا كل مره السائق يلغي الطلب من عندو ويحطو علي غرامه,1,2025-07-13 07:45:49
ASSEM EID,ممتاز,5,2025-07-13 07:44:21
صالح المشدلي,رائع جدا,5,2025-07-13 07:03:54
Salim AL Saidi,تطبيق أوبر في القاهرة رائع جدا جدا وسهل الاستخدام,5,2025-07-13 06:59:11
Moha Rostom,بيشغلو حرامية ونصابين,1,2025-07-13 06:39:18
Ahmed Ameen,ممتازة,5,2025-07-13 06:33:22
Ghanom80@gmail.com Hamaba,ممتازه,5,2025-07-13 06:14:01
