userName,content,score,at,sentiment,clean_text
Abdoo Gwad Gwad,رائع,5,2025-07-14 04:50:32,positive,رائع
أسامة أحمد,شكرا اوبر,5,2025-07-14 01:41:30,positive,شكرا اوبر
محمد المصري,ممتاز,5,2025-07-14 00:40:48,positive,ممتاز
Badry Rab67,ممتاز,5,2025-07-14 00:33:05,positive,ممتاز
azza elkhatib,ممتازه والكابتن ممتاز,5,2025-07-13 23:51:33,positive,ممتازه والكابتن ممتاز
Mok Ok,ممتازه,5,2025-07-13 23:50:00,positive,ممتازه
Abdullah salah,ممتاز,5,2025-07-13 23:28:32,positive,ممتاز
العالمي انا,أقل سعر واسرع وقت المشوار والله اوبر10000000000٪,5,2025-07-13 23:10:17,positive,اقل سعر واسرع وقت المشوار والله اوبر ٪
أنس انس رائد,good,5,2025-07-13 22:54:01,positive,
Mahmoud Elfaky,جيد جداً,5,2025-07-13 22:45:59,positive,جيد جدا
الطيب الطاهر,جميله بس غليتو الاسعار شويه,5,2025-07-13 22:43:54,positive,جميله غليتو الاسعار شويه
ملك روحي,ممتاز,5,2025-07-13 22:42:57,positive,ممتاز
ابراهيم حسن,شكران,5,2025-07-13 22:29:54,positive,شكران
ياسمين منصور,كويس جدا,3,2025-07-13 21:19:25,neutral,كويس جدا
Hassanien Elmahalawy,ممتعة,5,2025-07-13 21:06:08,positive,ممتعه
محمود الازهري,ممتاز,5,2025-07-13 21:02:04,positive,ممتاز
زهرة اللوتس,مريح وما يتأخر,4,2025-07-13 20:56:58,positive,مريح يتاخر
أم نوران,ممتازة,5,2025-07-13 20:42:05,positive,ممتازه
Sanaa Sobhy,كانت رحلة سعيدة وكابتن محترم والسيارة نضيفة المواعيد منضبطة,5,2025-07-13 20:06:09,positive,كانت رحله سعيده وكابتن محترم والسياره نضيفه المواعيد منضبطه
Toom Toomy,جميل جدا وخدماتهم مره حلوه,2,2025-07-13 18:39:22,negative,جميل جدا وخدماتهم مره حلوه
Hassan Hassan,جيد جدا,5,2025-07-13 17:44:24,positive,جيد جدا
Mohamed Mustafa,عملي و محترم,5,2025-07-13 17:21:33,positive,عملي محترم
تيمو تيمو,جيد بس الاسعار مو نظاميه,2,2025-07-13 17:18:09,negative,جيد الاسعار مو نظاميه
Nirmeen Ezat Hizkial,ممتاز,5,2025-07-13 16:53:32,positive,ممتاز
Mohamed Ahmed,ممتاز,5,2025-07-13 16:18:16,positive,ممتاز
سعيد,ممتاز,5,2025-07-13 15:38:12,positive,ممتاز
walaa Eid,سائق محترم,5,2025-07-13 15:38:06,positive,سائق محترم
Hassan Ali,سائق ممتاز جدا,5,2025-07-13 15:28:06,positive,سائق ممتاز جدا
Reem Alghamdi,تجربه ممتازة ومريحه اتمنى لكم التوفيق,5,2025-07-13 15:14:02,positive,تجربه ممتازه ومريحه اتمني التوفيق
سيد الهضبه,لم اجرب لكن أتمني أن يكن ممتاز,5,2025-07-13 15:11:22,positive,اجرب اتمني ان يكن ممتاز
اسيل عثمان سيد,ممتازة,5,2025-07-13 14:59:00,positive,ممتازه
رايد محسن,ممتاز الفضل في المملكة العربية السعودية 🇸🇦,5,2025-07-13 14:57:48,positive,ممتاز الفضل المملكه العربيه السعوديه
abdo medhat,تطبيق محترم واسعار عادلة,5,2025-07-13 14:52:26,positive,محترم واسعار عادله
heba. tota.sosa1612,❤️,5,2025-07-13 14:44:20,positive,
Mmaq Qantre,good,4,2025-07-13 14:36:25,positive,
Moneer Karam,خدمه ممتازه,5,2025-07-13 14:26:11,positive,خدمه ممتازه
sherif salah dahy mahmoud,جامد,5,2025-07-13 14:05:21,positive,جامد
M Ali,راحه,5,2025-07-13 13:50:01,positive,راحه
Raedalslal Alslal,سائق ممتاز جدا,5,2025-07-13 13:49:15,positive,سائق ممتاز جدا
Sara Rahaf,good,5,2025-07-13 13:45:08,positive,
Omar Shabah,دفع مبلغ اكبر من المطلوب,1,2025-07-13 13:44:43,negative,دفع مبلغ اكبر المطلوب
Hossamabu sandy Hossam,ممتاز,5,2025-07-13 13:39:17,positive,ممتاز
وليد حنفى,جيد,1,2025-07-13 13:35:23,negative,جيد
Saifaldin Ahmed,جيد,5,2025-07-13 13:33:43,positive,جيد
ايوب احمد,ممتاز,5,2025-07-13 12:29:41,positive,ممتاز
mohamed elshick,بصراحه برنامج ممتاز وناس ممتازين,5,2025-07-13 11:49:32,positive,بصراحه ممتاز وناس ممتازين
وليد الكيال,اجمل والله شي ماتحنب ابدآ ولا تجلس تنتضر احد اطلب يجيك وتمشه,5,2025-07-13 11:46:52,positive,اجمل والله شي ماتحنب ابدا تجلس تنتضر احد اطلب يجيك وتمشه
سعيد احمد الجرادي,الافضل,5,2025-07-13 11:25:16,positive,الافضل
Ali Gate,ممتاز,4,2025-07-13 10:41:38,positive,ممتاز
محمود مفرح,جميل جدا,5,2025-07-13 09:53:48,positive,جميل جدا
Rehap Alkamil,تطبيق ممتاز جدا و سريع,5,2025-07-13 09:23:15,positive,ممتاز جدا سريع
عثمان صيقل,ممتاز,5,2025-07-13 09:21:12,positive,ممتاز
Shimaa Shimaa,جيد جدا,5,2025-07-13 09:13:32,positive,جيد جدا
Fadl Ahmed,ممتازه,5,2025-07-13 09:12:29,positive,ممتازه
ام عبدالرحمن الطريفي,جميل جدا جدا,5,2025-07-13 08:49:52,positive,جميل جدا جدا
Mohamed Khalifa,ممتاز,5,2025-07-13 08:13:53,positive,ممتاز
Salah Saleh,بنتظر وقت وقت كتير علشان عربيه تجي,2,2025-07-13 08:04:30,negative,بنتظر وقت وقت كتير علشان عربيه تجي
محمد منصور الطاهر,سئ جدا كل مره السائق يلغي الطلب من عندو ويحطو علي غرامه,1,2025-07-13 07:45:49,negative,سئ جدا مره السائق يلغي الطلب عندو ويحطو غرامه
ASSEM EID,ممتاز,5,2025-07-13 07:44:21,positive,ممتاز
صالح المشدلي,رائع جدا,5,2025-07-13 07:03:54,positive,رائع جدا
Salim AL Saidi,تطبيق أوبر في القاهرة رائع جدا جدا وسهل الاستخدام,5,2025-07-13 06:59:11,positive,اوبر القاهره رائع جدا جدا وسهل الاستخدام
Moha Rostom,بيشغلو حرامية ونصابين,1,2025-07-13 06:39:18,negative,بيشغلو حراميه ونصابين
Ahmed Ameen,ممتازة,5,2025-07-13 06:33:22,positive,ممتازه
Ghanom80@gmail.com Hamaba,ممتازه,5,2025-07-13 06:14:01,positive,ممتازه
Abo Fares Alsowah,رائع,5,2025-07-13 06:10:13,positive,رائع
أبو مازن,إنه جميل جدا,5,2025-07-13 05:56:08,positive,انه جميل جدا
Hamada Hanada,برنامج رائع,5,2025-07-13 05:11:54,positive,رائع
Ahmed Algandy,احلى تطبيق فعلا ثقه واحترام اشكركم,5,2025-07-13 05:09:40,positive,احلي فعلا ثقه واحترام اشكركم
يوسف الهوارى,ممتازه,5,2025-07-13 04:47:53,positive,ممتازه
fadyayoup ايوب,بيخوذ وقت طويل في فتره البحث,3,2025-07-13 04:27:23,neutral,بيخوذ وقت طويل فتره البحث
Mohamed almania Abd elkader,جيد,5,2025-07-13 03:53:26,positive,جيد
samar Maged,ممتاز,5,2025-07-13 01:44:09,positive,ممتاز
علاء رمضان,ممتاز,5,2025-07-13 00:54:01,positive,ممتاز
El BoDya,الله حلوه خالص 😂,5,2025-07-13 00:38:53,positive,الله حلوه خالص
سليمان حمدي,كويسه,5,2025-07-13 00:10:57,positive,كويسه
S _SH,حلو,5,2025-07-12 23:50:59,positive,حلو
محمد الخثلان,تطبيق اوبر ايتس زبالة ولا يستجيب,1,2025-07-12 23:13:47,negative,اوبر ايتس زباله يستجيب
abo hamza,ممتاز,5,2025-07-12 22:27:05,positive,ممتاز
Amro Amin,يشتغل التطبيق في أجهزة معينة,1,2025-07-12 22:13:43,negative,يشتغل التطبيق اجهزه معينه
هويده صلاح نصر,ممتاز جدا والله,5,2025-07-12 22:08:57,positive,ممتاز جدا والله
عصام النمر,زي الزفت واغلب الكباتن هنا في الغردقة مش بيفهموا وتطلب توصيله ينشف قلبك لحد ما يعبرك حد بصراحه ما بيستحق ولا نجمه والله,1,2025-07-12 21:15:38,negative,زي الزفت واغلب الكباتن الغردقه مش بيفهموا وتطلب توصيله ينشف قلبك لحد يعبرك حد بصراحه بيستحق نجمه والله
توماس فكري,ممتاز,5,2025-07-12 21:08:51,positive,ممتاز
bade abureden,تجربة ولا اروع,5,2025-07-12 20:24:39,positive,تجربه اروع
Fawaz Alnif,ممتاز,5,2025-07-12 19:53:03,positive,ممتاز
HUMUS AL DAWLE 2021,ناس ماتعرف ربنا حسبي الله ونعم الوكيل مشوارى 25ريال ولغيت المشوار المشوار الثانى 18 ريال عند الوصول جالى رساله 90 ريال ليه حسبي الله ونعم الوكيل لا امان ولا اى رحمه,1,2025-07-12 19:08:21,negative,ناس ماتعرف ربنا حسبي الله ونعم الوكيل مشواري ولغيت المشوار المشوار الثاني الوصول جالي رساله ليه حسبي الله ونعم الوكيل امان اي رحمه
معاذ شهاب,رائع,5,2025-07-12 18:57:22,positive,رائع
Abdallah Ahmed,جميل جدا,4,2025-07-12 18:44:35,positive,جميل جدا
Mona Mkter,جيدة,5,2025-07-12 18:41:31,positive,جيده
Fatima 93,اسعار ممتازة عن باقي برامج التوصيل السائقين بقمة الاحترام,5,2025-07-12 18:40:52,positive,اسعار ممتازه باقي برامج التوصيل السائقين بقمه الاحترام
محمد هارون ظهور,تجربة ممتازة,5,2025-07-12 18:28:22,positive,تجربه ممتازه
Bassem Bees,جيد وبسيط لكن ضعف تواصل السائقين حال وصولهم لمكان قرب نقطة الالتقاء والغاء المشاوير في اللحظة الأخيرة مزعج,3,2025-07-12 18:14:21,neutral,جيد وبسيط ضعف تواصل السائقين حال وصولهم لمكان قرب نقطه الالتقاء والغاء المشاوير اللحظه الاخيره مزعج
Adham Safy,بينزل غرمات من غير سبب,1,2025-07-12 18:10:19,negative,بينزل غرمات سبب
احمد المدني,كويس,4,2025-07-12 18:07:22,positive,كويس
حاج رشيد,احسن سائق في مصر,5,2025-07-12 17:42:49,positive,احسن سائق مصر
Ibn El Nile,كابتن ممتاز وخدمة محترمة,5,2025-07-12 17:21:14,positive,كابتن ممتاز وخدمه محترمه
Ahmed Sliman elpop,جميل جدا,5,2025-07-12 16:16:06,positive,جميل جدا
محمد سعيد,ممتاز,5,2025-07-12 15:24:43,positive,ممتاز
shekoo sherif,ممتاز,5,2025-07-12 14:25:16,positive,ممتاز
Hussein Nagah,ممتازه,5,2025-07-12 12:41:04,positive,ممتازه
مبارك فيصل,تطبيق اوبر تطبيق ممتاز جدا سيارتهم نظيفه,3,2025-07-12 12:05:02,neutral,اوبر ممتاز جدا سيارتهم نظيفه
okba aouarib,ممتاز,5,2025-07-12 11:57:38,positive,ممتاز
Abo Najm,ممتاز جدا سريع ماشاء الله تبارك الله,5,2025-07-12 11:46:29,positive,ممتاز جدا سريع ماشاء الله تبارك الله
khaled saber,جميل,5,2025-07-12 11:28:09,positive,جميل
شــآكَوش 『ツ』,حلو,5,2025-07-12 11:28:05,positive,حلو
Sayed Zedan85,ممتاز,5,2025-07-12 11:28:03,positive,ممتاز
Mohamed Said,حسنة,5,2025-07-12 11:08:22,positive,حسنه
Mohamed Hussein,جيدة جدا عدا بعض السائقين لما يكون المبلغ أقل من عشرة ريال لا يحضرون. لذا يجب على الشركة تحذير هؤلاء السائقين من عدم السماح لهم بالعمل,5,2025-07-12 11:06:22,positive,جيده جدا السائقين يكون المبلغ اقل عشره يحضرون لذا يجب الشركه تحذير هءلاء السائقين عدم السماح بالعمل
Ahmed Maher,سائق محترم _قياده هادئه_سياره مريحه,5,2025-07-12 10:39:27,positive,سائق محترم قياده هادئه سياره مريحه
Noor Gamal,ممتاز,5,2025-07-12 09:35:46,positive,ممتاز
Hassan Abd El Motaal,العربة وقائدها على خلق تجربة رائعة,5,2025-07-12 09:34:53,positive,العربه وقائدها خلق تجربه رائعه
koky& lele,خدمة ممتازه,5,2025-07-12 08:59:53,positive,خدمه ممتازه
Zezo Nabil,ممتازة,5,2025-07-12 08:59:30,positive,ممتازه
عمر محمد رمضان محمد,خدمه ممتازه,5,2025-07-12 08:40:09,positive,خدمه ممتازه
محمد ابوشادي,ممتاز جدا,5,2025-07-12 08:15:14,positive,ممتاز جدا
ياسر أحمد,امان..احترام,5,2025-07-12 08:02:07,positive,امان احترام
Mostafa Ragab,ممتازة,5,2025-07-12 08:01:13,positive,ممتازه
Yasman Mastfa,جداا حلو,5,2025-07-12 07:16:55,positive,جداا حلو
Islam Emad Sayed Thabet,سيء,2,2025-07-12 07:12:28,negative,سيء
Aadl Ale,ممتاز,5,2025-07-12 05:16:28,positive,ممتاز
karim Gamal,تطبيق جميل جدااا وأسعار معقوله,4,2025-07-12 04:07:53,positive,جميل جدااا واسعار معقوله
Ahmed Kamal,ممتاز,5,2025-07-12 04:06:34,positive,ممتاز
Salsabeel Maher,شركة نصابة بحذر اي حد بيستخدم الكارت البنكي علي الابلكيشن هتصحي في يوم هتلاقي مبلغ محترم اتسحب منك سرقه,1,2025-07-12 03:47:00,negative,شركه نصابه بحذر اي حد بيستخدم الكارت البنكي الابلكيشن هتصحي يوم هتلاقي مبلغ محترم اتسحب منك سرقه
Mutaz Fawadla,تطبيق جيد جدا انصح فيه,5,2025-07-12 03:09:35,positive,جيد جدا انصح
‪Hani Elbedewy (Waht Elbedwiy)‬‏,ولا تستحقوا اى تقييم أشد الندم على التعامل معكم لمدة أسبوع واحد فقط so bad application,1,2025-07-12 02:02:21,negative,تستحقوا اي تقييم اشد الندم التعامل معكم لمده اسبوع فقط
MAX'GOKYR',إنه رائع جدا,5,2025-07-12 01:51:09,positive,انه رائع جدا
آل مكرم,تجربه ممتازه وسهله وخيارات متعددة .. شكرا اوبر,5,2025-07-12 00:31:03,positive,تجربه ممتازه وسهله وخيارات متعدده شكرا اوبر
Prinssesa ALlvie,رائع,5,2025-07-12 00:15:49,positive,رائع
عمرو سمير,خدمة ممتازة,5,2025-07-12 00:07:30,positive,خدمه ممتازه
ԲaԵիi аԼիаԶЬі,امان وسهولة بالدفع,5,2025-07-11 23:41:22,positive,امان وسهوله بالدفع
Kareem Kimo,😍,5,2025-07-11 23:26:02,positive,
عمرو جمعه,ممتاز,4,2025-07-11 23:22:47,positive,ممتاز
Mohamed Abdallah,🥰,5,2025-07-11 22:41:51,positive,
Boyka Boyka,ممتاز,5,2025-07-11 22:03:03,positive,ممتاز
Tarek,ممتازه جدا,5,2025-07-11 22:02:08,positive,ممتازه جدا
وليد سيف الدين,ممتازة وراقية,5,2025-07-11 21:46:36,positive,ممتازه وراقيه
ahmed ibrahim,سئ جداا مافيش امان منصحش بي اطلاقااا,1,2025-07-11 21:20:32,negative,سئ جداا مافيش امان منصحش اطلاقااا
Hani Ramsis,ممتاز جدا,5,2025-07-11 21:06:08,positive,ممتاز جدا
MASARWA HASHEEM,افضل,5,2025-07-11 21:02:38,positive,افضل
Shrook Osama253,لا حيث تم تطبيق رسوم اضافيه لا اعلم سببها عند إتمام الرحله,5,2025-07-11 20:50:40,positive,تم رسوم اضافيه اعلم سببها اتمام الرحله
Mohamed Magdy,جيد جدا,5,2025-07-11 20:05:50,positive,جيد جدا
الحمد الله,ممتاز,5,2025-07-11 20:02:38,positive,ممتاز
amir oda,بقعد نص ساعه عشان الاقي عربيه,1,2025-07-11 19:36:56,negative,بقعد نص ساعه عشان الاقي عربيه
Basma Adel,ممتازة,5,2025-07-11 19:24:01,positive,ممتازه
mahmoud Gamal,ممتاز,5,2025-07-11 18:56:54,positive,ممتاز
خسرت كل الناس,برنامج اكثر من رائع و انصح فيه,5,2025-07-11 18:51:34,positive,اكثر رائع انصح
mohammed alaofi,ممتاز,5,2025-07-11 17:39:12,positive,ممتاز
Ragab Elbahar,ممتاز,5,2025-07-11 17:09:50,positive,ممتاز
Fatma Ahmed,تحفه وارخص الاسعار,5,2025-07-11 16:41:34,positive,تحفه وارخص الاسعار
هاني فاروق,هو جيد جداً. وليس امتياز . فى كثير من الايام يتم ترقيه shuttle إلى ملاكى . ثم لا تحضر الملاكى وفات ميعاد shuttle ثم يتلخبط اليوم,4,2025-07-11 16:38:51,positive,جيد جدا وليس امتياز كثير الايام يتم ترقيه الي ملاكي تحضر الملاكي وفات ميعاد يتلخبط اليوم
mohamed osman,روعه,3,2025-07-11 16:27:11,neutral,روعه
يوميات توتا لايف,ههمتاز,5,2025-07-11 15:42:29,positive,ههمتاز
محمد الطاهر عمر حقاي,ممتاز,5,2025-07-11 15:30:15,positive,ممتاز
عبدالله العنزي,ممتاز,5,2025-07-11 15:04:34,positive,ممتاز
يمان,جميل جدا,5,2025-07-11 14:55:26,positive,جميل جدا
ahmed tawhid,تطبيق ممتاز,5,2025-07-11 14:39:17,positive,ممتاز
Mostafa Mamoon,ممتازه,5,2025-07-11 14:35:30,positive,ممتازه
المستحيل ممكن,مريحه الحمد لله,1,2025-07-11 13:50:15,negative,مريحه الحمد لله
مستخدم Google,جميل وامر وحلو💋💋💋💋💋😘😘😘😘😘😘😘🌷🌷🌷🌷🌷🌸🌸💐💐🥀🥀🥀🥀👄👄👄🤗🥀🤗🤗🤗🤗🤗🤩🤩🤩🤩🤩🤩🤩🤩,3,2025-07-11 13:42:55,neutral,جميل وامر وحلو
Mohammed Alabdali,تطبيق سي اطلب الطلب واتصل بالسائق يقولي جاني طلب ثاني ممثلا اني ركب مع السائق وانا لم ارئ السائق اصلا ويطلع علي مديونيه بالتطبيق انا صراحه حذفت التطبيق والشركه ما اعرف كيف ات اصل معها,1,2025-07-11 12:41:35,negative,سي اطلب الطلب واتصل بالسائق يقولي جاني ممثلا اني ركب السائق وانا ارئ السائق اصلا ويطلع مديونيه بالتطبيق صراحه حذفت التطبيق والشركه اعرف ات اصل معها
حموده النابلسي,سهل,5,2025-07-11 12:35:39,positive,سهل
Mahmod Boraay,اخر تجربه كانت سيئه جدا طلبت اسكوتر واتاخر علي ثم اتصل بي وقال لي الغي مش جاي وانا نسيت الغي. حطيت التليفون في جيبي الكابتن وصل عندي بدون علمي وفعل المشوار وقال إني مدفعتش الاجره وغرمت ب٩٥ جنيه ظلم,1,2025-07-11 11:02:40,negative,اخر تجربه كانت سيئه جدا طلبت اسكوتر واتاخر اتصل وقال الغي مش جاي وانا نسيت الغي حطيت التليفون جيبي الكابتن وصل عندي بدون علمي وفعل المشوار وقال اني مدفعتش الاجره وغرمت ظلم
كريم محمد,ماشاء لله,5,2025-07-11 10:12:31,positive,ماشاء لله
ليان بدر,👍🏻👍🏻👍🏻,5,2025-07-11 09:49:44,positive,
Ahmed Shehata,زفت الزفت مفيش خدمه عملاء تقدر تتابع المشاكل اللى بتقبلك,1,2025-07-11 09:22:46,negative,زفت الزفت مفيش خدمه عملاء تقدر تتابع المشاكل اللي بتقبلك
Fatema El-Sayed,كويسه جدا والسائق محترم جدا,5,2025-07-11 09:16:21,positive,كويسه جدا والسائق محترم جدا
Man Human,تجرة مريحة جدا ... شعرت وكأني في أوروبا,4,2025-07-11 08:22:50,positive,تجره مريحه جدا شعرت وكاني اوروبا
براء الشعيبي,رائع,5,2025-07-11 08:11:47,positive,رائع
ربيع,شكرا,3,2025-07-11 08:07:31,neutral,شكرا
Aeman Alrajbe,جيد جدا,5,2025-07-11 08:04:15,positive,جيد جدا
محمد صالح,ممتازه,5,2025-07-11 08:01:28,positive,ممتازه
Eman Mohamed,جيد جدا,4,2025-07-11 03:51:01,positive,جيد جدا
ousmane nakanabo,جيد جداً,4,2025-07-11 03:49:28,positive,جيد جدا
حاتم شراحيلي,ممتاز جدا جدا جدا,5,2025-07-11 02:16:01,positive,ممتاز جدا جدا جدا
علي الحالمي,اغلب سواقينهم يقبلوا و يرفضو يدورو عوائل,1,2025-07-11 00:28:19,negative,اغلب سواقينهم يقبلوا يرفضو يدورو عوائل
Eslam Fox,تجربه رائعه,5,2025-07-11 00:19:51,positive,تجربه رائعه
Kera Volt,ابلكيشن جميل,5,2025-07-11 00:08:16,positive,ابلكيشن جميل
ام تركي,ممتاز,5,2025-07-10 23:50:35,positive,ممتاز
نوال الحارثي,رائع وجميل والاوبر محترمين,5,2025-07-10 22:58:38,positive,رائع وجميل والاوبر محترمين
Tf H,ممتاز ة,5,2025-07-10 22:40:34,positive,ممتاز
ahmed gooma goaa,سوق ممتاز,5,2025-07-10 21:39:48,positive,سوق ممتاز
ممدوح أبوالزناتى,شكرا للاحترام والأخلاق من السائق وتعامله الجيد معي ومع من معي تحياتي لحضرتك,5,2025-07-10 21:24:41,positive,شكرا للاحترام والاخلاق السائق وتعامله الجيد معي ومع معي تحياتي لحضرتك
Aya Mahmoud,جميل جدا,5,2025-07-10 21:04:21,positive,جميل جدا
أبو محمد المحمودي,ممتاز جداً,5,2025-07-10 20:59:44,positive,ممتاز جدا
Yahya Homs,ممتعه,5,2025-07-10 20:55:42,positive,ممتعه
محمد الصباحي احمد,تجربه رائعه,5,2025-07-10 20:46:36,positive,تجربه رائعه
Adel Tony,خدمه جيده جدا,5,2025-07-10 20:11:54,positive,خدمه جيده جدا
Said Awad,ممتازة,5,2025-07-10 19:50:24,positive,ممتازه
Ahmed Kadry,آخر تحديث مش حلو خالص تقيل أوي واختيار مكان الالتقاء بقي لازم اختار مكان م الخريطة مش بعرف أحدد مكاني,5,2025-07-10 19:47:09,positive,اخر تحديث مش حلو خالص تقيل اوي واختيار مكان الالتقاء بقي لازم اختار مكان الخريطه مش بعرف احدد مكاني
Muna Abo quddom,ممتاز جدا جدا جدا جدا جدا,5,2025-07-10 19:40:24,positive,ممتاز جدا جدا جدا جدا جدا
Ashrf Fathy,ممتاز جدا,5,2025-07-10 19:40:13,positive,ممتاز جدا
Ftom grne,مره كويس,5,2025-07-10 19:16:25,positive,مره كويس
ايمن مجدي,ممتازة،،لدي بعض الملاحظات منها :- بعض السائقين (سائق إسمه محمد)يبتزون العملاء ويريدون عقد إتفاق آخر غير الذي تقرره شركة أوبر المحترمة ، أيضا التأخر في توفير الشريك(السائق),5,2025-07-10 19:03:33,positive,ممتازه،،لدي الملاحظات السائقين سائق اسمه محمد يبتزون العملاء ويريدون عقد اتفاق اخر تقرره شركه اوبر المحترمه ، ايضا التاخر توفير الشريك السائق
Ayman Nasr,التطبيق سيء وليس كما كان في السابق؛الكابتن غالبا لا يعرف الموقع وبدلا ان يستغرق الطريق عشر دقائق يزيد إلى نصف ساعة وبالتالي يزيد السعر إلى ثلاثة أضعاف المبلغ؛وللأسف خدمة العملاء ترسل رد الي غير مقنع. هذا غير تغيير الكابتن سيارة التوصيل غير المتفق عليها في التطبيق. تطبيق سيء وأنصح بازالته نهائيا. ولو كان هناك تقييم أقل من نجمة فهذا التطبيق يستحقه.,1,2025-07-10 18:59:05,negative,التطبيق سيء وليس السابق؛الكابتن يعرف الموقع وبدلا ان يستغرق الطريق دقائق يزيد الي نصف ساعه وبالتالي يزيد السعر الي ثلاثه اضعاف المبلغ؛وللاسف خدمه العملاء ترسل رد الي مقنع تغيير الكابتن سياره التوصيل المتفق عليها التطبيق سيء وانصح بازالته نهائيا تقييم اقل نجمه فهذا التطبيق يستحقه
Alia Alqadi,روعة جدا,5,2025-07-10 18:49:00,positive,روعه جدا
arz wael,تجارب سيئة,1,2025-07-10 18:39:07,negative,تجارب سيئه
Khalid Bekhet,👍👍👍👍👍,5,2025-07-10 17:42:03,positive,
Mohammed El deeb,ممتاز,5,2025-07-10 17:17:20,positive,ممتاز
Amir Eid,سائق محترم جدا,5,2025-07-10 16:47:38,positive,سائق محترم جدا
Yasser Sayd,شركة محترمة,5,2025-07-10 16:28:19,positive,شركه محترمه
Mahmoud Abo Elsayeh,خدمه توصيل ممتازه,5,2025-07-10 16:13:19,positive,خدمه توصيل ممتازه
محمود رجب,ممتازة,5,2025-07-10 15:57:20,positive,ممتازه
صايعين باسطنبول,جيد وسريع,5,2025-07-10 15:56:23,positive,جيد وسريع
صقر العنزي,خدمه ممتاز,5,2025-07-10 15:38:01,positive,خدمه ممتاز
ابوبدر,ممتاز في الإسكندرية,5,2025-07-10 15:25:34,positive,ممتاز الاسكندريه
وليد حسين قايد زايد,ممتاز,5,2025-07-10 15:22:56,positive,ممتاز
عبدالعزيز حاضر,احلى تطبيق,5,2025-07-10 14:30:58,positive,احلي
Ali Adbo,جيد جدا,5,2025-07-10 14:11:30,positive,جيد جدا
Mohamed Mkld,جميله جداً,5,2025-07-10 14:09:46,positive,جميله جدا
hossam ahmed,ممتازة جدا,5,2025-07-10 13:58:26,positive,ممتازه جدا
‪MAHER “MOHAMD.DHR” MNLLA ALI‬‏,تجربةً مريحة أنصح الجميع يستخدمونuber Expérience confortable Je recommande à tout le monde d'utiliser Uber,5,2025-07-10 13:53:32,positive,تجربه مريحه انصح الجميع يستخدمون
Nader Babe,ممتازة,5,2025-07-10 13:48:03,positive,ممتازه
shady gamal,ممتازه,5,2025-07-10 13:17:11,positive,ممتازه
سعد ناصر,ممتازة جدا جدا جدا,5,2025-07-10 13:13:33,positive,ممتازه جدا جدا جدا
Aiham Almasri,اشي بجنن,5,2025-07-10 12:41:21,positive,اشي بجنن
Hassan elhosary,الكباتن غير محترمين,1,2025-07-10 12:25:53,negative,الكباتن محترمين
محمد ال عبدالرحمن,ممتاز وفق الله الجميع,5,2025-07-10 12:13:42,positive,ممتاز وفق الله الجميع
DEKO ALDEEK,perfect,5,2025-07-10 12:04:38,positive,
malik alghadani,سهل الاستخدام وسرعة الوصول إليك والسعر ممتاز جدا,5,2025-07-10 12:04:30,positive,سهل الاستخدام وسرعه الوصول اليك والسعر ممتاز جدا
ayman madkour,جيد,5,2025-07-10 11:44:09,positive,جيد
نسرين جكنون,جيده جدا,5,2025-07-10 11:36:03,positive,جيده جدا
Ali Ali,ممتاز,5,2025-07-10 11:30:58,positive,ممتاز
Karime Mehesen,👍👍,5,2025-07-10 11:11:40,positive,
محمد محمود,رائع,5,2025-07-10 11:06:04,positive,رائع
Medhat atef,ممتاز,5,2025-07-10 10:53:56,positive,ممتاز
Dz KINANIY64Dz,انجاز,5,2025-07-10 10:32:21,positive,انجاز
Balqees AbdelAziz,لحد الان مع كود الخصم ي بلاش مدري لبعدين كيف ه يكون سعر,5,2025-07-10 09:57:56,positive,لحد الان كود الخصم بلاش مدري لبعدين يكون سعر
Mohammad Alaydi,خدمه ممتازه جدا وسهوله بالتعامل انصح به,5,2025-07-10 09:51:36,positive,خدمه ممتازه جدا وسهوله بالتعامل انصح
خالد رمضان,حلو,5,2025-07-10 09:13:14,positive,حلو
F.Q HAR,نصيحه لا أحد يطلع مع تكسي مجهول اي تطبيق رسمي افضل واامن لكم وراخص وانظف واجمل واسرع,5,2025-07-10 08:42:51,positive,نصيحه احد يطلع تكسي مجهول اي رسمي افضل واامن وراخص وانظف واجمل واسرع
fly season,لدي مشكله في حسابي لا استطيع ان اطلب إلى أي وجهه مايظهر سعر الرحلات وعند الاختيار كأنه مايشتغل الطلب صر لي يمكن شهر تحديث حدثت التطبيق مالمشكله حاول اطلب المساعده في التطبيق كل رد الي أو اسئله شائعة,1,2025-07-10 08:41:49,negative,لدي مشكله حسابي استطيع ان اطلب الي اي وجهه مايظهر سعر الرحلات وعند الاختيار كانه مايشتغل الطلب صر يمكن شهر تحديث حدثت التطبيق مالمشكله حاول اطلب المساعده التطبيق رد الي اسئله شائعه
Ezzat Haware,πόλη καλά,5,2025-07-10 07:40:15,positive,
Hanan Hamed,ممتازه مع سائق محترف ومحترم,5,2025-07-10 06:52:00,positive,ممتازه سائق محترف ومحترم
His beloved Hani His beloved Hani,جيد جدا,5,2025-07-10 06:47:23,positive,جيد جدا
باسل السنعوسي,مريحه,5,2025-07-10 06:46:48,positive,مريحه
بلال الحربي,رائعه,5,2025-07-10 06:28:00,positive,رائعه
